Number,H0 Cycles,H1 Cycles,H Cycles,Cycles,H0S0,H0S1,H0S2,H1S0,H1S1,H1S2,HS0,HS1,HS2
83,5870,2935,22306,31111,199,85,10,194,95,5,400,149,38
84,7631,12914,19371,39916,200,79,13,211,61,22,395,159,33
85,7044,10566,18197,35807,197,81,12,206,69,18,393,163,31
86,4696,12327,18784,35807,195,89,8,207,63,21,394,161,32
87,7631,9979,15849,33459,198,79,13,206,71,17,389,171,27
88,9392,7631,21719,38742,202,73,16,200,79,13,399,151,37
89,4696,8805,17610,31111,196,89,8,204,75,15,392,165,30
90,6457,10566,18197,35220,200,83,11,206,69,18,393,163,31
91,5283,11740,18784,35807,197,87,9,209,65,20,394,161,32
92,8805,8218,15849,32872,200,75,15,202,77,14,389,171,27
93,9979,7631,17610,35220,206,71,17,191,79,13,392,165,30
94,7631,7631,22306,37568,198,79,13,201,79,13,400,149,38
95,5870,6457,18197,30524,192,85,10,196,83,11,393,163,31
96,5283,8805,19958,34046,196,87,9,200,75,15,396,157,34
97,12914,9392,14675,36981,210,61,22,198,73,16,387,175,25
98,9392,8218,18784,36394,205,73,16,203,77,14,394,161,32
99,7631,9979,19371,36981,196,79,13,202,71,17,395,159,33
100,6457,8805,21719,36981,200,83,11,204,75,15,399,151,37
101,12914,4109,19371,36394,211,61,22,189,91,7,395,159,33
102,6457,8218,19371,34046,198,83,11,203,77,14,395,159,33
103,10566,8218,17610,36394,206,69,18,203,77,14,392,165,30
104,8218,11740,14675,34633,203,77,14,206,65,20,387,175,25
105,6457,7631,24067,38155,198,83,11,197,79,13,403,143,41
106,8218,8805,15262,32285,203,77,14,204,75,15,388,173,26
107,8218,8805,19371,36394,202,77,14,196,75,15,395,159,33
108,15849,7631,15849,39329,216,51,27,201,79,13,389,171,27
109,10566,6457,19958,36981,201,69,18,199,83,11,396,157,34
110,4109,13501,18784,36394,193,91,7,212,59,23,394,161,32
111,3522,8218,18784,30524,190,93,6,201,77,14,394,161,32
112,7044,7044,15849,29937,197,81,12,201,81,12,389,171,27
113,5283,8805,19371,33459,197,87,9,203,75,15,395,159,33
114,9392,10566,14088,34046,204,73,16,207,69,18,386,177,24
115,8805,8218,19371,36394,201,75,15,203,77,14,395,159,33
116,4696,4696,22893,32285,197,89,8,192,89,8,401,147,39
117,12327,4696,17023,34046,207,63,21,197,89,8,391,167,29
118,9392,7631,17610,34633,203,73,16,201,79,13,392,165,30
119,5870,12914,16436,35220,197,85,10,207,61,22,390,169,28
120,8218,11740,15849,35807,201,77,14,209,65,20,389,171,27
121,7044,10566,19371,36981,186,81,12,205,69,18,395,159,33
122,7044,9979,17610,34633,201,81,12,203,71,17,392,165,30
123,7044,6457,17610,31111,199,81,12,198,83,11,392,165,30
124,13501,5870,15849,35220,208,59,23,198,85,10,389,171,27
125,8218,9979,21719,39916,201,77,14,203,71,17,399,151,37
126,9392,9392,18197,36981,201,73,16,205,73,16,393,163,31
127,9392,9392,22306,41090,203,73,16,205,73,16,400,149,38
